id,recipe_id,ingredient_id,quantity,unit,notes,created_at,updated_at
791,51,376,250.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
792,51,11,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
793,51,99,1.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
794,51,30,10.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
795,51,737,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
796,51,19,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
797,51,313,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
798,51,306,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
799,51,413,20.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
800,51,66,0.5,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
807,53,99,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
808,53,461,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
809,53,83,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
812,53,82,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
813,53,655,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
814,54,294,100.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
815,54,293,100.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
816,54,732,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
817,55,35,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
818,55,99,70.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
820,55,678,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
821,55,121,50.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
822,55,15,3.0,nhánh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
823,55,16,2.0,tép,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
824,55,8,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
825,55,14,10.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
826,56,30,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
827,56,807,120.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
828,56,655,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
829,56,28,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
830,56,82,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
831,56,15,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
832,56,678,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
833,56,465,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
834,56,313,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
835,56,169,2.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
836,56,413,2.5,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
837,56,66,0.5,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
839,57,35,40.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
840,57,99,1.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
841,57,30,10.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
842,57,19,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
843,57,24,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
844,57,313,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
846,58,376,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
847,58,99,4.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
848,58,24,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
849,58,306,2.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
850,58,30,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
851,59,287,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
852,59,655,70.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
854,59,19,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
855,59,740,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
856,59,637,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
857,59,30,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
858,59,33,1.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
859,59,14,8.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
860,59,157,2.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
861,59,212,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
862,59,413,5.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
863,60,655,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
865,60,334,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
866,60,19,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
867,60,306,3.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
868,60,792,10.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
869,61,31,2.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
870,61,655,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
873,61,334,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
874,61,19,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
875,62,99,400.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
876,62,146,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
878,62,8,5.0,củ,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
880,62,678,2.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
881,62,178,10.0,lá,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
883,62,15,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
884,62,13,24.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
885,62,14,16.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
888,62,37,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
889,62,75,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
890,62,30,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
891,63,30,350.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
892,63,322,1.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
893,63,99,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
894,63,525,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
895,63,8,1.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
896,63,431,1.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
897,63,44,4.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
900,63,16,2.0,tép,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
902,63,15,0.5,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
903,63,4,0.5,củ,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
904,63,14,14.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
905,63,13,8.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
906,63,763,14.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
907,63,450,1.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
909,64,146,80.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
910,64,99,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
911,64,30,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
912,64,73,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
914,64,19,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
915,64,24,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
916,64,525,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
917,64,678,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
918,64,655,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
919,64,585,150.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
920,65,531,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
921,65,655,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
922,65,28,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
923,65,355,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
924,65,313,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
925,65,4,25.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
926,65,33,0.5,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
927,65,30,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
928,65,66,0.5,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
929,66,11,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
930,66,106,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
931,66,570,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
932,66,24,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
933,66,207,5.0,nhánh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
934,66,61,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
935,66,8,4.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
936,66,1,2.0,bó,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
937,66,66,1.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
938,66,14,5.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
939,66,13,20.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
940,66,763,15.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
941,66,33,2.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
943,67,4,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
944,67,19,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
945,67,73,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
946,67,24,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
947,67,509,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
948,67,15,1.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
949,67,1,2.0,bó,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
950,67,14,5.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
951,67,413,20.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
952,68,146,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
953,68,106,300.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
954,68,54,200.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
955,68,4,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
956,68,16,1.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
957,68,509,2.0,nhánh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
958,68,99,2.0,nhánh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
959,68,207,1.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
960,68,24,100.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
961,68,61,10.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
962,68,13,2.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
963,68,14,5.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
964,68,160,5.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
965,68,763,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
966,68,15,3.0,nhánh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
968,68,8,5.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
969,69,54,2.0,con,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
970,69,34,4.0,con,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
971,69,30,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
972,69,175,150.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
973,69,24,1.0,củ,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
974,69,44,1.0,cây,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
975,69,15,2.0,muỗng cà phê,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
976,69,531,3.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
977,69,99,2.0,quả,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
978,69,14,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
980,69,413,1.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
981,70,287,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
983,70,334,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
984,70,4,30.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
985,70,19,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
986,70,450,20.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
987,70,655,50.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
988,70,8,5.0,g,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
989,70,121,30.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
990,70,120,50.0,ml,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
991,70,526,4.0,muỗng canh,,Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time),Wed Apr 08 2026 07:37:04 GMT+0700 (Indochina Time)
